sample_unit_id,boundary,boundary_display,app,query_id,issue_key,query_text,blind_position,candidate_id,candidate_text,candidate_issue_key,candidate_cluster_id,query_cluster_id,sim_char_tfidf,same_issue_key,same_top_module,cross_cluster,annotator_A,annotator_B,annotator_C,gold_label_majority
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,11,10010000010161,在没有网络没有GPS的情况下，可以计步。,step_count.gps.other,Slife__C7,Slife__C1,0.136167,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,12,10010000010237,分享功能不能使用微信朋友圈分享，其他都可以分享。,share.share_panel.cannot_or_fail,Slife__C2,Slife__C1,0.077279,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,13,10010000010750,设置运动目标功能，在个人设置选择好个人信息后，得到建议运动量，此时不点击完成，点击上一步修改个人信息，修改个人信息后，建议运动量不更新,run_walk.page_view.wrong_value,Slife__C1,Slife__C1,0.081601,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,14,10010000009940,问题描述:设置运动目标中设置步数区间娇小，建议优化,step_count.page_view.other,Slife__C1,Slife__C1,0.071249,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,15,10010000007579,"在未登录状态下,在侧边栏点击设定目标,可以进行设定,并没有跳转到登录界面,而未登录状态下的目标设定是没有意义的",login.page_view.other,Slife__C4,Slife__C1,0.140345,0,1,1,0,0,1,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,16,10010000011444,在选择设定运动目标之后，开始完善个人信息，但是在选择了一项个人信息之后，就把上一步选项置灰了，感觉就像是不可以修改的感觉，这会给用户造…,run_walk.other.cannot_or_fail,Slife__C1,Slife__C1,0.090912,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,17,10010000011229,复现步骤:运动的qq分享会跳转到浏览器登录，没有直接在QQ应用上登录,login.share_panel.other,Slife__C2,Slife__C1,0.046778,0,1,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,18,10010000011437,在不登录的情况下记录的结果，在登录时依旧可以显示，安全性严重不足。如果他人在同台设备登录时，将看到原先没有登录的用户的结果，导致他人隐…,login.list_item.other,Slife__C5,Slife__C1,0.086437,0,1,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,19,10010000010556,打开Slife，设定运动目标后开始运动，当选择在室内行走（类似导致手机晃动不剧烈运动）时，主界面步数、距离、时间等变化不连贯或不变化，…,step_count.page_view.other,Slife__C1,Slife__C1,0.088432,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,20,10010000009870,在进入设定目标时，只展现了每天的步行步数目标，而没有其他信息，使用户无法直接了解到设定的目标信息。,step_count.step.cannot_or_fail,Slife__C3,Slife__C1,0.102948,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,21,10010000010261,打开Slife，设定运动目标后开始运动，运动完成后，打开应用主界面，下拉主界面，选择分享到新浪微博，应用成功拉起新浪微博后，并不能实现…,share.page_view.cannot_or_fail,Slife__C1,Slife__C1,0.091506,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,22,10010000007765,在修改密码或设置密码时，没有提示密码设置的相关限制，如不能以下划线开头，密码长度也没有提示，没有相关的密保问题，任何人都可以进行修改密码操作,settings.page_view.no_prompt,Slife__C5,Slife__C1,0.058998,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,23,10010000010890,用户点击分享链接，直接进入应用下载页面，无法查看运动数据,share.page_view.cannot_or_fail,Slife__C9,Slife__C1,0.040643,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,24,10010000011714,目标设置里，未登录设置目标，登陆后原来目标依存在，卸载软件后，设置目标消失。,login.page_view.other,Slife__C1,Slife__C1,0.118431,0,1,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,25,10010000010452,注册一个新账号，并登陆成功，设置目标后，携带手机开始运动，开始运动时，只有步数在增加，在运动一段时间后，运动时间仍然是0,register.page_view.other,Slife__C0,Slife__C1,0.058466,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,26,10010000010182,打开Slife，设定运动目标后开始运动，运动完成，进入应用主界面，下拉界面，显示分享区，选择分享到朋友圈，手机屏幕闪烁后，显示“发送失…,share.page_view.cannot_send,Slife__C1,Slife__C1,0.102197,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,27,10010000010670,步数多的所对应的卡路里没有步数少的对应的卡路里多，并且，在目标设定的最后一个界面，这个界面既可以根据公式算出，但是也可以自己手动调节，…,step_count.page_view.wrong_value,Slife__C3,Slife__C1,0.070215,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,28,10010000010662,登录方法单一，只可以使用邮箱注册，没有其他方式，同时，不可以第三方登陆,register.other.cannot_or_fail,Slife__C5,Slife__C1,0.059802,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,29,10010000011249,设置运动目标时，用户不能够自定义设置运动步数，可能会使一些运动量较少的用户感到困惑。,step_count.page_view.cannot_or_fail,Slife__C1,Slife__C1,0.10313,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,30,10010000010525,修改密码时，无法识别空格，比如设置密码为1空格 显示修改成功，但是登录时还是只能输入1才能登录成功,login.page_view.cannot_or_fail,Slife__C5,Slife__C1,0.044952,0,1,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,31,10010000010109,在未登录的情况下，设置了目标后，来回走动，有时候计步器会增加，有时候（步速较慢的情况下）好久都不增加,login.page_view.other,Slife__C7,Slife__C1,0.096092,0,1,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,32,10010000010838,在分享运动结果时，不管是完成还是未完成设定的运动目标都可以进行分享，建议在分享时提示“恭喜您完成今天的运动目标！”或者“今天没能完成目…,share.share_panel.wrong_value,Slife__C1,Slife__C1,0.130162,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,33,10010000010162,指定运动目标时。用户不可以手动输入，只能通过APP计算得出。,run_walk.other.cannot_or_fail,Slife__C1,Slife__C1,0.118095,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,34,10010000010265,在设定运动目标时，用户不能邀请亲近的人一起运动并监督自己，可以在这一块邀请好友一起来设定运动目标会更好，用户体验目标不佳，只能设置一个人的,run_walk.page_view.cannot_or_fail,Slife__C1,Slife__C1,0.18344,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,35,10010000010258,步骤:1.设定运动目标后，在首页查看步数,step_count.page_view.other,Slife__C1,Slife__C1,0.151145,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,36,10010000010163,设定目标的时候，点击重新设置，如果想放弃重新设置，返回之前所设定的目标，无法返回,settings.page_view.cannot_or_fail,Slife__C1,Slife__C1,0.114434,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,37,10010000007594,步骤2后登录界面的登录账号只可以输入邮箱名称，不可以输入用户名，见截图1,login.page_view.cannot_or_fail,Slife__C5,Slife__C1,0.061237,0,1,1,0,0,0,0
TFIDF+HC__Slife__10010000011507,tfidf_hc_K20,TFIDF+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,38,10010000011301,同样差值为1卡路里，步数差值为30或者31，且不能设定步数为目标。,step_count.step.cannot_or_fail,Slife__C3,Slife__C1,0.065327,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,1,10010000010312,在用户未登陆时，当将运动情况通过微信分享到朋友圈时，发送失败。而其他应用如qq则能够分享成功。,share.share_panel.cannot_send,Slife__C6,Slife__C3,0.027103,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,2,10010000010162,指定运动目标时。用户不可以手动输入，只能通过APP计算得出。,run_walk.other.cannot_or_fail,Slife__C3,Slife__C3,0.118095,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,3,10010000011600,首页进入到设定目标页面，点击“重新设置”按钮，进入选择“男士女士”头像界面，再点击返回键，理应回到设定目标界面，实际上却回到了首页。,settings.button_icon.other,Slife__C18,Slife__C3,0.056663,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,4,10010000011249,设置运动目标时，用户不能够自定义设置运动步数，可能会使一些运动量较少的用户感到困惑。,step_count.page_view.cannot_or_fail,Slife__C3,Slife__C3,0.10313,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,5,10010000010106,在设置个人信息时，只能按照特定提示去设置个人信息，而且最后的运动目标是应用自己计算生成，对于运动达人来说，想要根据自身情况去设置目标并…,run_walk.page_view.cannot_or_fail,Slife__C3,Slife__C3,0.091244,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,6,10010000010274,设置运动目标只能在一定范围内选定，不能高于或低于系统设定范围,run_walk.page_view.cannot_or_fail,Slife__C3,Slife__C3,0.089611,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,7,10010000010693,用户设置运动目标 ，用户轻度运动就需要最少9836步，而中度运动最少目标是7962步，这样的设置不够灵活，步数太多不容易实现。,step_count.page_view.other,Slife__C3,Slife__C3,0.074878,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,8,10010000010521,在设定运动目标时，当输入的体重分别为30kg和200kg，而其他条件一致时，进入推算结果界面的设定目标步数却一样，当点击确定之后再次进…,step_count.page_view.other,Slife__C7,Slife__C3,0.111398,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,9,10010000011152,Slife软件对于运动不敏感，当自己运动了有几分钟才会在首页的步数上有体现。,step_count.page_view.other,Slife__C1,Slife__C3,0.026562,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,10,10010000011591,设定的运动目标范围不能自由定义。如果用户天天运动数量较少，一开始就给设置为最小9000步，用户可能会因为完不成目标而有抵触心理，时间一…,run_walk.page_view.cannot_or_fail,Slife__C3,Slife__C3,0.085463,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,11,10010000011146,设定目标，不能选择运动方式，用户使用不方便。,run_walk.other.cannot_or_fail,Slife__C3,Slife__C3,0.084379,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,12,10010000011251,当完成运动目标后，选择分享到社交平台，无法使用提供的朋友圈图标按钮分享到微信朋友圈，显示发送失败,share.button_icon.cannot_send,Slife__C6,Slife__C3,0.071873,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,13,10010000007682,在设定目标，拖动进度条的时候不容易控制，应该设置为可以选择相应数字。,settings.slider.other,Slife__C3,Slife__C3,0.074806,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,14,10010000011432,"分享运动结果:网络情况正常，微信正常，分享运动结果到微信朋友圈，跳回应用界面并显示 """"发送失败请重试""。",share.page_view.cannot_send,Slife__C6,Slife__C3,0.050238,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,15,10010000010248,用户能够设定的运动范围过小，不能满足用户需求,run_walk.other.cannot_or_fail,Slife__C3,Slife__C3,0.091737,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,16,10010000010686,用户每日目标步数应可自行设置，不应只让用户在滑块上选择,step_count.page_view.other,Slife__C3,Slife__C3,0.031906,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,17,10010000010640,设置运动目标页面，点击重新设置，进入个人信息页面，选择性别之后点击上一步，选择另一个性别，出现截图所示情况，无法继续设置。,run_walk.page_view.cannot_or_fail,Slife__C18,Slife__C3,0.078172,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,18,10010000010750,设置运动目标功能，在个人设置选择好个人信息后，得到建议运动量，此时不点击完成，点击上一步修改个人信息，修改个人信息后，建议运动量不更新,run_walk.page_view.wrong_value,Slife__C3,Slife__C3,0.081601,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,19,10010000011759,用户选择分享运动记录时，若选择分享到朋友圈，则显示“分享失败”，若选择分享到微博则无法跳转到微博，即使在联网的状态下，也显示网络连接有问题。,share.list_item.cannot_share,Slife__C6,Slife__C3,0.052825,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,20,10010000010182,打开Slife，设定运动目标后开始运动，运动完成，进入应用主界面，下拉界面，显示分享区，选择分享到朋友圈，手机屏幕闪烁后，显示“发送失…,share.page_view.cannot_send,Slife__C18,Slife__C3,0.102197,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011507,sbert_hc_K20,SBERT+HC,Slife,10010000011507,login.other.cannot_or_fail,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,21,10010000011016,用户在未登录的状态下任可将运动结果分享到社交平台上，如未登录时将运动结果分享至QQ,login.share_panel.other,Slife__C6,Slife__C3,0.057808,0,1,1,0,0,0,0
